state,county,zipcode,county_name,mean_income_rank_p25,mean_income_rank_p25_se,jail_rank_p25,jail_rank_p25_se,child_below_med,income_rank_black_p25,income_rank_black_p25_se,income_rank_hisp_p25,income_rank_hisp_p25_se,income_rank_white_p25,income_rank_white_p25_se,jail_rank_black_p25,jail_rank_black_p25_se,jail_rank_hisp_p25,jail_rank_hisp_p25_se,jail_rank_white_p25,jail_rank_white_p25_se,child_below_med_white,child_below_med_black,child_below_med_hisp,income_rank_female_p25,income_rank_female_p25_se,income_rank_male_p25,income_rank_male_p25_se,jail_rank_female_p25,jail_rank_female_p25_se,jail_rank_male_p25,jail_rank_male_p25_se,child_below_med_male,child_below_med_female,income_rank_black_female_p25,income_rank_black_female_p25_se,income_rank_hisp_female_p25,income_rank_hisp_female_p25_se,income_rank_white_female_p25,income_rank_white_female_p25_se,income_rank_black_male_p25,income_rank_black_male_p25_se,income_rank_hisp_male_p25,income_rank_hisp_male_p25_se,income_rank_white_male_p25,income_rank_white_male_p25_se,jail_rank_black_female_p25,jail_rank_black_female_p25_se,jail_rank_hisp_female_p25,jail_rank_hisp_female_p25_se,jail_rank_white_female_p25,jail_rank_white_female_p25_se,jail_rank_black_male_p25,jail_rank_black_male_p25_se,jail_rank_hisp_male_p25,jail_rank_hisp_male_p25_se,jail_rank_white_male_p25,jail_rank_white_male_p25_se,child_below_med_white_m,child_below_med_black_m,child_below_med_hisp_m,child_below_med_white_f,child_below_med_black_f,child_below_med_hisp_f
17,73,23801,Davenport,0.4554241,0.006520066,0.018938877,0.003680879,4649.833,0.35246897,0.030676164,0.46577457,0.025223944,0.47224903,0.006984381,0.14576766,0.051675446,0.008156631,0.005612746,0.01469976,0.003290759,4076.6943,149.35236,359.11102,0.45989275,0.009068715,0.45455506,0.009137091,0.006930012,0.002838049,0.030894736,0.006370416,2397.7234,2251.9407,0.38403192,0.042114664,0.46924818,0.035314959,0.47047803,0.00975734,0.34007776,0.04869901,0.45768341,0.034691937,0.46934962,0.009720282,0.024345141,0.034470983,0.004831116,0.004857048,0.00607401,0.003140824,0.26250231,0.093925275,0.014621407,0.014895002,0.023219524,0.005484856,2113.5164,61.434677,191.90651,1963.5106,88.506096,168.65926
17,75,24200,Bourbonnais,0.45289558,0.008018459,0.02227385,0.00485285,3675.1494,,,0.40395221,0.023541626,0.47421479,0.008792829,,,0.015550622,0.011793291,0.023461003,0.005080001,3122.0166,,405.75089,0.46414268,0.011565218,0.44240505,0.011063376,0.001362805,0.001129936,0.042025749,0.009066953,1901.1157,1774.1886,,,0.40913245,0.031778492,0.49046883,0.012657259,,,0.40382224,0.034621518,0.45988172,0.012225778,,,0.008277502,0.00746898,0.001581824,0.001110512,,,0.025995985,0.022228198,0.043569837,0.010296463,1603.9825,,214.18646,1518.7506,,190.4101
17,77,25601,Carbondale,0.40974066,0.006516248,0.025487464,0.004501227,5331.8271,0.29732105,0.00959107,0.42834258,0.037353236,0.45865145,0.008303737,0.048248444,0.011821147,-0.005686243,0.00588869,0.015480427,0.003974057,3324.9399,1621.642,217.2959,0.41978681,0.009734139,0.40029871,0.008796372,0.003763099,0.001888484,0.046690822,0.00822656,2802.9426,2529.2021,0.31535569,0.012674467,0.41128734,0.058076974,0.46493331,0.011883963,0.28116986,0.014306955,0.45290485,0.04478782,0.45240027,0.011327342,0.004984854,0.004788071,-0.00311028,0.008336159,0.003225949,0.002039066,0.10437769,0.023629636,0.003851149,0.009452158,0.026695939,0.007085544,1714.2129,907.13458,129.86679,1611.0186,717.03717,86.390633
17,79,23302,Douglas,0.4994401,0.012993858,0.009704039,0.004731479,1236.2289,,,,,0.50320637,0.013000946,,,,,0.009328582,0.004686265,1209.1749,,,0.51053661,0.018158402,0.48270875,0.018599007,-9.52E-05,0.001252583,0.020308783,0.011256158,618.12463,617.25702,,,,,0.51404649,0.017903432,,,,,0.49039716,0.018659344,,,,,-0.001627729,0.001367086,,,,,0.020398138,0.010642719,605.79077,,,602.21991,,
17,81,25500,Centralia,0.3946574,0.006650859,0.025365537,0.004558819,4559.0488,0.28357214,0.013577282,0.36330894,0.039990019,0.42301944,0.007513111,0.056650374,0.018787969,0.005047137,0.012128884,0.017817719,0.003974594,3632.5869,654.04565,108.59369,0.4120366,0.009506934,0.37788039,0.009144709,0.005658079,0.002890251,0.045631062,0.008478932,2350.5039,2207.853,0.30493468,0.016102904,0.39325443,0.057246659,0.44056737,0.01098825,0.26540285,0.020107232,0.32778779,0.056872599,0.40760547,0.01040503,-0.00038393,0.00444149,0.008804159,0.021109134,0.004398974,0.002367531,0.10977395,0.039225962,0.051861789,0.059251636,0.031069184,0.007251459,1884.5676,319.97247,51.684525,1749.3171,332.66489,56.269089
17,83,24900,Edwardsville,0.44170195,0.010082627,0.016759926,0.005276726,1937.8116,,,0.44473824,0.077369876,0.44824874,0.010336079,,,,,0.016517416,0.005433292,1835.9435,,27.421715,0.4544259,0.014051963,0.42946637,0.014323121,0.002200656,0.002401228,0.033881091,0.011258898,985.94989,950.27527,,,,,0.45876002,0.014525396,,,,,0.43805438,0.014747167,,,,,0.002502945,0.002107758,,,,,0.034192976,0.010986526,919.18207,,,916.85938,,
17,85,23200,Dubuque,0.51140821,0.009952418,0.008109758,0.003638471,1854.11,,,0.43096706,0.07306014,0.52461821,0.010385202,,,0.000810973,0.016681673,0.008254075,0.002968689,1769.4567,,47.548779,0.51927465,0.01395032,0.50726658,0.01416696,0.000970801,0.00077914,0.015075604,0.0072176,981.14539,872.20459,,,,,0.53413779,0.014508881,,,,,0.51851302,0.014650539,,,,,0.001128687,0.001185782,,,,,0.016433094,0.006884931,942.39728,,,827.89569,,
17,87,25601,Carbondale,0.4195596,0.013208519,0.016643625,0.006687122,1202.5393,,,,,0.42724097,0.013599196,,,,,0.012954555,0.006085702,1135.9706,,,0.43177783,0.018186862,0.40561959,0.018989978,-6.92E-05,0.00156583,0.031526696,0.013870453,596.81927,603.52313,,,,,0.43856069,0.018607659,,,,,0.41393304,0.019774439,,,,,0.001529592,0.001870597,,,,,0.033582069,0.014733642,555.91473,,,579.52057,,
17,89,24300,Chicago,0.39975157,0.002400302,0.023880862,0.001692143,36189.449,0.32103181,0.005290485,0.42628661,0.003714916,0.45669308,0.004114133,0.063661061,0.006391721,0.018101804,0.00200606,0.013336118,0.001811859,11796.415,5636.7588,20965.512,0.41257718,0.00339016,0.38728803,0.003427965,0.003261166,0.000717135,0.046222564,0.003282692,18697.584,17492.918,0.33372813,0.006365831,0.43688002,0.005556629,0.47416869,0.005647471,0.30728436,0.007745824,0.41949621,0.005220964,0.44299325,0.005873362,0.005634055,0.002241995,0.002566311,0.000336539,0.002590672,0.00087767,0.14257126,0.013501302,0.032829002,0.003314812,0.025175693,0.003850198,5961.2563,3021.5112,10974.672,5830.7729,2608.5483,9993.6582
17,91,24200,Bourbonnais,0.39598995,0.004305799,0.040947266,0.00422802,10965.572,0.30832356,0.005332798,0.40017805,0.013843294,0.46390137,0.006135501,0.081537627,0.008456388,0.035590325,0.010195666,0.014751706,0.003010956,5574.6641,4605.8052,1192.6873,0.40519235,0.006156521,0.38750654,0.006039244,0.006380726,0.002035861,0.075035773,0.007701536,5825.3628,5147.1943,0.3436445,0.007777982,0.39924461,0.02000729,0.46241206,0.008589861,0.27712506,0.007799341,0.40175077,0.019368624,0.46852109,0.008679907,0.011087668,0.003692284,0.020193972,0.010692704,0.001262776,0.000768696,0.15842307,0.017157914,0.047747776,0.01763794,0.027939184,0.006008586,2947.5464,2388.2341,640.84253,2632.6328,2219.7117,551.66888
17,93,24300,Chicago,0.45406237,0.007907413,0.014252457,0.003543137,2983.7185,0.34350264,0.028935684,0.450616,0.017735718,0.4810169,0.009176041,0.043651901,0.025519382,0.015917979,0.006261668,0.011676986,0.004022886,2218.5029,82.925049,540.75586,0.47091416,0.011169064,0.4447836,0.010923256,0.000984732,0.000491459,0.027349424,0.007606065,1576.8153,1407.4635,0.41416237,0.048027154,0.45050901,0.026333157,0.49893451,0.012713232,0.30874601,0.037158821,0.45562619,0.022367712,0.47012612,0.012850847,-0.004374325,0.006391414,0.000518198,0.001029354,0.001297831,0.00114318,0.069393732,0.042940579,0.03137207,0.015163343,0.021516401,0.007441083,1149.6462,50.731197,308.60535,1069.2545,32.105255,235.33231
17,95,23700,Galesburg,0.40191913,0.006062183,0.023431035,0.004128688,5211.6001,0.36834627,0.019779516,0.3914412,0.024126764,0.41602594,0.006823978,0.038162149,0.015250213,0.005843929,0.005780909,0.022636596,0.004351304,4136.7505,647.59753,319.85388,0.40905756,0.008494803,0.39520466,0.008559961,0.009411477,0.003447172,0.038879231,0.007379138,2662.8447,2545.4548,0.39232513,0.023841552,0.39556861,0.033214942,0.41925088,0.009406714,0.33595097,0.028430596,0.38380775,0.034671765,0.4130922,0.009575831,0.00760497,0.01030816,0.014965569,0.007121281,0.008609888,0.003855356,0.064233437,0.029123548,-0.010389919,0.005047021,0.036921572,0.008132559,2086.2134,321.67148,186.84488,2047.6111,319.49756,136.82927
17,97,24300,Chicago,0.41456291,0.002238126,0.027013561,0.001681649,47795.793,0.31789047,0.00384074,0.42876127,0.004292611,0.47533667,0.003524186,0.072798416,0.005492798,0.015404992,0.001937314,0.015006003,0.001729082,19444.998,9456.8945,18567.09,0.4312028,0.003160038,0.39695871,0.003169681,0.003342171,0.000649754,0.05270867,0.003303847,23931.215,23856.203,0.34414762,0.005368982,0.43395701,0.005922946,0.50167447,0.004781725,0.29077029,0.005755892,0.42394015,0.005875934,0.45243162,0.005011851,0.006629779,0.001790243,0.000393248,9.44E-05,0.003922421,0.001201895,0.15288863,0.010782047,0.030520273,0.003670509,0.026497947,0.003297627,9668.0938,4811.4233,9499.9316,9772.3057,4641.751,9063.0684
17,99,23900,Peoria,0.43089336,0.004597968,0.021496652,0.002844106,9309.1416,0.36229846,0.030785255,0.4310019,0.013367278,0.44473433,0.005077464,0.079644561,0.035536308,0.01024533,0.004170197,0.021377867,0.003068557,7621.7969,201.72093,1213.7272,0.43978471,0.006598139,0.42227164,0.006402597,0.006033629,0.001987908,0.037482075,0.005463455,4785.689,4521.4629,0.35238317,0.04302882,0.41803366,0.018051304,0.45577621,0.007167177,0.37306246,0.043972172,0.44073817,0.01855712,0.4326902,0.007209051,0.019605102,0.018268159,0.006907102,0.002900117,0.006246809,0.002585753,0.11270347,0.056006987,0.014733797,0.007241721,0.037574258,0.005918898,3892.0642,124.56863,634.15576,3729.251,79.500076,579.07721
17,101,14802,Vincennes,0.40990335,0.01038634,0.025221104,0.006956403,1963.7231,,,,,0.42273673,0.010680828,,,,,0.025663918,0.007182675,1871.0453,,,0.41917813,0.013955181,0.4005318,0.015346352,0.000137327,0.000989192,0.056851596,0.016208567,921.89893,1039.4178,,,,,0.4327395,0.014392201,,,,,0.41068307,0.015804946,,,,,-0.00017726,0.001232606,,,,,0.054320853,0.015395376,875.06958,,,992.5412,,
17,103,24400,Rockford,0.4466539,0.008208749,0.01687943,0.004336152,2907.3171,0.30912611,0.036360674,0.43031338,0.031959329,0.46256307,0.00872184,0.13158278,0.068666324,0.02651364,0.015923643,0.01352759,0.003853988,2563.9585,82.977448,157.73824,0.44673622,0.01140645,0.4468855,0.011735918,0.002805422,0.00194814,0.033611853,0.009283665,1499.6868,1407.7129,0.34090167,0.055501681,0.45116419,0.046157699,0.46572557,0.012132976,0.28486517,0.049978327,0.41432953,0.045571081,0.46309105,0.012414632,-0.002283796,0.02382254,-0.002891482,0.003889028,0.002597849,0.001915011,0.24086602,0.11380268,0.054072663,0.043759815,0.02683329,0.008165133,1316.1296,43.338177,89.506119,1248.4434,40.780861,68.795486
17,105,23400,Bloomington,0.43381014,0.008199675,0.02695786,0.005878206,3092.551,0.37567884,0.054219894,0.4226003,0.034647014,0.44754127,0.008491106,0.074020453,0.061228018,-0.001399035,0.005025827,0.027980426,0.005726879,2776.0071,68.444168,172.24628,0.45113131,0.011459032,0.42277512,0.011333902,0.002002928,0.001416257,0.053299725,0.011395887,1583.2137,1509.8607,0.31122833,0.073248468,0.33458954,0.047918603,0.47070244,0.011991079,0.38069674,0.065156989,0.48332688,0.046799771,0.42946243,0.011988394,,,0.001459242,0.007561225,0.001702475,0.001891078,0.12418721,0.099881507,-0.005607196,0.00648655,0.05527737,0.012688913,1421.7155,49.982826,89.02993,1354.5201,19.936138,83.805733
17,107,24802,Springfield,0.4273026,0.008600104,0.018487761,0.005031171,2531.1257,0.3526895,0.047712561,0.50044113,0.052116439,0.43638459,0.0091318,0.05704632,0.055559859,0.023224456,0.026355404,0.018814774,0.005171143,2327.2927,70.934158,53.438358,0.43077826,0.012123234,0.42385039,0.012181476,0.00676839,0.00386743,0.029923856,0.00875752,1274.3719,1256.6329,0.42009267,0.086855203,0.49242964,0.075192541,0.43820885,0.012734958,0.28423876,0.047772732,0.49630615,0.072519772,0.43439388,0.012961706,,,0.022976957,0.033866897,0.007479179,0.004182839,0.085424125,0.074299,0.005864599,0.017115459,0.028347827,0.009185408,1175.6119,41.587555,27.534676,1152.2096,28.710075,24.845842
17,109,23700,Galesburg,0.45786658,0.008805175,0.013136921,0.004033568,2588.2185,0.36720541,0.037952989,0.33598709,0.053543039,0.47196007,0.009437491,0.034876999,0.030044099,0.010493987,0.023565929,0.012542763,0.004044396,2300.0835,159.56346,54.385532,0.4818511,0.012557935,0.43933254,0.012275964,0.004609549,0.002886199,0.022576783,0.007672814,1312.5858,1275.3499,0.43756217,0.050030556,,,0.48996326,0.013159378,0.34544456,0.048561357,0.29204872,0.073536046,0.45239094,0.013164048,-0.005129853,0.021932986,,,0.005249068,0.003179021,0.060546976,0.049778968,,,0.01949328,0.006656424,1162.4689,71.842606,27.744295,1137.8645,94.184982,
17,111,24300,Chicago,0.46202949,0.00417847,0.009977461,0.001522022,14208.711,0.39172271,0.027255369,0.43471125,0.009600747,0.48711658,0.004691827,0.008606141,0.004757383,0.009582291,0.001685416,0.010693158,0.00179123,10579.218,189.70929,3076.9995,0.47845322,0.005851182,0.45097408,0.005818076,0.002533031,0.000988977,0.017572798,0.002987665,7392.0552,6818.083,0.40000749,0.037296239,0.42720553,0.013151532,0.50668317,0.006606215,0.377134,0.038200106,0.4406302,0.013757315,0.47305042,0.006665801,0.010783319,0.013659315,0.001678877,0.000812819,0.003061016,0.001345518,0.021879392,0.014153102,0.016603079,0.004816736,0.018090175,0.003377451,5490.5083,97.889427,1614.8556,5089.3994,91.781303,1461.3607
17,113,23400,Bloomington,0.42080611,0.004889275,0.034659233,0.003884203,9364.2822,0.32615149,0.00986909,0.42121074,0.019148927,0.45600736,0.005818421,0.092222877,0.014386832,0.031124307,0.013945512,0.020724377,0.003459577,6661.6553,1723.2091,621.94055,0.43846643,0.006885405,0.4073776,0.006909068,0.005715168,0.002078082,0.064970173,0.00751268,4705.396,4657.0176,0.36230499,0.013693286,0.42877305,0.027769029,0.46316937,0.00803233,0.29282254,0.012354174,0.41224229,0.026651781,0.44524822,0.008304713,0.006056772,0.003395898,0.006321468,0.0034488,0.004756513,0.001991459,0.19189909,0.031509381,0.055924583,0.029399063,0.037294976,0.00679649,3313.9568,891.46301,330.03275,3346.2451,830.6225,292.4491
17,115,23500,Decatur,0.37646765,0.004046227,0.045329206,0.0038862,11312.317,0.30586684,0.005495043,0.3702769,0.026477728,0.42064077,0.005270317,0.097826719,0.008503355,0.009905736,0.009506906,0.016649934,0.002748512,6548.0239,4431.1284,213.72325,0.39242902,0.005657055,0.36140943,0.005394422,0.002717163,0.001003297,0.093042411,0.007294314,5737.6406,5575.2412,0.33399948,0.00754934,0.42795813,0.036862578,0.42379698,0.007428294,0.27972856,0.007641089,0.31609222,0.038083564,0.4192141,0.007521685,0.008000959,0.003923007,0.000636273,0.004608545,0.001239309,0.000675774,0.19652353,0.019185623,0.019884638,0.015654765,0.033112179,0.005753746,3288.7461,2278.0146,103.07497,3259.3062,2148.7861,109.80659
17,117,24900,Edwardsville,0.43834057,0.006449835,0.010751265,0.002452603,4803.1899,0.31069866,0.037077349,0.42656782,0.052469693,0.45136523,0.006762458,0.077269718,0.051535718,0.016048431,0.021002345,0.009353054,0.002497019,4579.064,87.627174,55.954533,0.4344036,0.009020307,0.4422816,0.009092814,0.00405507,0.002136139,0.017680291,0.00446557,2506.2834,2296.8584,0.27861392,0.043492541,0.42345655,0.058985461,0.44977888,0.009513075,0.31732732,0.062188752,0.53262883,0.1104987,0.45290646,0.009352865,0.1984417,0.044710357,0.008731408,0.013094315,0.00129443,0.000727532,0.026933646,0.031195007,,,0.016882395,0.004454081,2392.9031,51.040371,17.52474,2184.8413,36.062492,34.266617
17,119,24900,Edwardsville,0.39849702,0.00295645,0.019607836,0.001783915,22423.709,0.30511573,0.005134542,0.37296787,0.016592849,0.42706642,0.003436507,0.045728225,0.005713528,0.015049574,0.006582844,0.01502212,0.001731572,16864.635,4845.5835,608.66895,0.41240525,0.004169785,0.38441396,0.004227764,0.003787517,0.000871465,0.037097037,0.003679583,11485.278,10938.539,0.33199716,0.00679335,0.37550178,0.021596801,0.43787062,0.004966415,0.27556303,0.00803317,0.37127271,0.022944167,0.4167954,0.004872492,0.002496464,0.001976104,4.53E-05,0.001331206,0.00475563,0.001217719,0.10069128,0.013040921,0.034153972,0.016834542,0.025948582,0.003267368,8633.9795,2471.1709,326.00897,8230.7148,2371.7742,283.77002
17,121,25500,Centralia,0.40170267,0.006316355,0.027581308,0.004584342,4892.4468,0.31656268,0.020137524,0.31887314,0.040087178,0.42110696,0.006833394,0.13474822,0.038364507,0.077124894,0.049608085,0.019507198,0.0038156,4260.5376,371.62207,96.62484,0.41108385,0.0090761,0.39255959,0.008708817,0.01181726,0.00524998,0.04402962,0.007935081,2578.0532,2313.7759,0.33151111,0.026120322,0.28237522,0.059875116,0.43207762,0.009958514,0.30563483,0.032930322,0.32196224,0.057590429,0.41226938,0.009359099,0.067176841,0.02306404,-0.000693259,0.014474326,0.00641996,0.002981471,0.18922916,0.063636661,0.12187444,0.087526731,0.033347435,0.00683351,2264.0083,190.76387,58.666691,1997.756,179.00911,38.762138
17,123,23900,Peoria,0.42748693,0.013822916,0.013235344,0.006418843,960.2146,,,0.51593417,0.062278446,0.44060153,0.014384974,,,0.039565142,0.044617686,0.011070047,0.005559228,889.22736,,29.676548,0.4496856,0.019551974,0.40611264,0.019582877,0.001497256,0.002526819,0.030519454,0.014223506,465.45663,496.01602,,,0.46859008,0.088911779,0.46946022,0.020159932,,,,,0.41470399,0.020374494,,,,,0.002861415,0.004196694,,,,,0.022890192,0.012311512,428.20276,,,462.10794,,12.861493
17,125,23900,Peoria,0.3914668,0.010797152,0.015694119,0.00586726,1781.4648,,,,,0.40007031,0.011189233,,,,,0.016124187,0.006096459,1690.9896,,,0.40311152,0.015462132,0.38084641,0.015403602,0.00158959,0.001679469,0.036057863,0.012320309,917.51886,864.60864,,,,,0.41806957,0.016208956,,,,,0.38250792,0.015638417,,,,,-0.000193996,0.001089531,,,,,0.033958975,0.011997096,876.26068,,,814.82031,,
17,127,25401,Paducah,0.37353873,0.010060519,0.021535922,0.007172415,1627.0872,0.30093721,0.024797548,0.32714388,0.048930377,0.38998151,0.011991053,0.067633681,0.036049604,-0.008266641,0.019867836,0.016834142,0.006678877,1362.8431,157.51508,39.440792,0.36865348,0.014115052,0.3807269,0.015318517,0.006518676,0.005271145,0.040504284,0.013848343,813.07837,814.5249,0.28361166,0.031728912,,,0.38514376,0.017097104,0.33230889,0.043400306,,,0.39461774,0.017537251,0.023442354,0.033368181,,,0.007784997,0.00540498,0.16232002,0.076989613,,,0.028366262,0.012500524,686.7171,81.028664,,676.16034,77.1408,
17,129,24802,Springfield,0.43574932,0.013992188,0.01591319,0.007415438,1074.7877,,,0.36611408,0.1004166,0.45094681,0.014214244,,,,,0.015655285,0.007115237,1018.1486,,14.019825,0.46609449,0.019355208,0.40388522,0.019507902,-5.60E-05,0.001236522,0.029905429,0.014059757,558.12708,516.80615,,,,,0.47788614,0.019762499,,,,,0.42176008,0.020276306,,,,,-0.000307462,0.001173618,,,,,0.031232983,0.014385298,530.17816,,,488.20251,,
17,131,23801,Davenport,0.47687036,0.011572593,0.01928837,0.006667856,1507.8542,,,0.54849774,0.052165408,0.48286912,0.012407361,,,0.004185141,0.011641324,0.018601337,0.006854754,1407.7931,,57.360287,0.49434081,0.016222531,0.46505851,0.016521845,0.007495697,0.006172935,0.029148476,0.011548833,781.91681,725.70526,,,0.6709106,0.08600682,0.49888429,0.01755245,,,0.46398681,0.070989236,0.47198662,0.017423006,,,,,0.00819945,0.006782607,,,-0.006969541,0.016271666,0.028473496,0.012164334,721.83929,,30.609961,685.00232,,24.753536
17,133,24701,St. Louis,0.48901716,0.011534845,0.004623733,0.001905681,1504.4821,,,0.43584865,0.095766068,0.50785142,0.011552117,,,-0.012677871,0.019461697,0.005357801,0.00360496,1448.9596,,21.389456,0.51356214,0.016567267,0.47116354,0.016041772,0.001369104,0.002034476,0.007494552,0.003859954,793.86407,711.13831,,,,,0.52486163,0.016610518,,,,,0.48584589,0.016232699,,,,,0.002678648,0.00341815,,,,,0.00768008,0.006384767,760.66516,,,688.45367,,
